song_id,n_samples,n_quadrant_transitions,is_emotionally_stable,is_emotionally_changing,dominant_emotion_quadrant,dominant_emotion_class,pct_time_Q1,pct_time_Q2,pct_time_Q3,pct_time_Q4,split,track_id,n_transitions,is_stable,dominant_quadrant
125,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,125,0,True,Q4
126,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,126,0,True,Q2
127,60,1,False,True,Q2,high_valence_low_arousal,0.0,73.33333333333333,0.0,26.666666666666668,train,127,1,False,Q2
128,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,128,0,True,Q4
129,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,129,0,True,Q2
130,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,130,0,True,Q4
131,60,1,False,True,Q3,low_valence_high_arousal,0.0,0.0,95.0,5.0,train,131,1,False,Q3
133,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,133,0,True,Q4
134,60,1,False,True,Q2,high_valence_low_arousal,21.666666666666668,78.33333333333333,0.0,0.0,train,134,1,False,Q2
135,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,135,0,True,Q4
136,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,136,0,True,Q1
137,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,137,0,True,Q2
138,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,138,0,True,Q4
140,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,140,0,True,Q4
142,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,142,0,True,Q2
143,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,143,0,True,Q4
144,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,144,0,True,Q4
145,60,4,False,True,Q4,low_valence_low_arousal,0.0,36.666666666666664,0.0,63.33333333333333,val,145,4,False,Q4
146,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,146,0,True,Q4
148,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,148,0,True,Q4
149,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,149,0,True,Q4
150,60,2,False,True,Q4,low_valence_low_arousal,3.3333333333333335,11.666666666666666,0.0,85.0,train,150,2,False,Q4
151,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,151,0,True,Q4
152,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,152,0,True,Q4
153,60,2,False,True,Q4,low_valence_low_arousal,0.0,10.0,0.0,90.0,train,153,2,False,Q4
154,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,154,0,True,Q4
155,60,1,False,True,Q2,high_valence_low_arousal,0.0,85.0,0.0,15.0,train,155,1,False,Q2
156,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,156,0,True,Q1
157,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,157,0,True,Q2
158,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,158,0,True,Q4
159,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,159,0,True,Q4
160,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,160,0,True,Q4
161,60,1,False,True,Q3,low_valence_high_arousal,0.0,0.0,73.33333333333333,26.666666666666668,train,161,1,False,Q3
162,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,162,0,True,Q4
163,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,163,0,True,Q4
164,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,164,0,True,Q4
166,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,166,0,True,Q4
167,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,167,0,True,Q4
168,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,168,0,True,Q4
169,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,169,0,True,Q4
170,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,170,0,True,Q4
171,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,171,0,True,Q4
172,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,172,0,True,Q4
173,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,173,0,True,Q4
174,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,174,0,True,Q4
175,60,1,False,True,Q4,low_valence_low_arousal,0.0,3.3333333333333335,0.0,96.66666666666667,train,175,1,False,Q4
176,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,176,0,True,Q4
177,60,2,False,True,Q2,high_valence_low_arousal,0.0,86.66666666666667,0.0,13.333333333333334,train,177,2,False,Q2
178,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,178,0,True,Q4
179,60,4,False,True,Q2,high_valence_low_arousal,13.333333333333334,86.66666666666667,0.0,0.0,val,179,4,False,Q2
180,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,180,0,True,Q2
181,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,181,0,True,Q4
182,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,182,0,True,Q4
184,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,184,0,True,Q4
185,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,185,0,True,Q4
186,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,186,0,True,Q4
187,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,187,0,True,Q4
188,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,188,0,True,Q4
189,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,189,0,True,Q1
190,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,190,0,True,Q4
191,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,191,0,True,Q2
192,60,7,False,True,Q2,high_valence_low_arousal,43.333333333333336,56.666666666666664,0.0,0.0,train,192,7,False,Q2
193,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,193,0,True,Q4
194,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,194,0,True,Q4
195,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,195,0,True,Q4
196,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,196,0,True,Q4
197,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,197,0,True,Q4
198,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,198,0,True,Q4
199,60,5,False,True,Q1,high_valence_high_arousal,36.666666666666664,0.0,35.0,28.333333333333332,train,199,5,False,Q1
201,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,201,0,True,Q2
202,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,202,0,True,Q4
203,60,4,False,True,Q4,low_valence_low_arousal,0.0,26.666666666666668,0.0,73.33333333333333,test,203,4,False,Q4
204,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,204,0,True,Q4
205,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,205,0,True,Q4
206,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,206,0,True,Q4
207,60,2,False,True,Q4,low_valence_low_arousal,0.0,33.33333333333333,0.0,66.66666666666666,train,207,2,False,Q4
208,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,208,0,True,Q2
209,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,209,0,True,Q4
210,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,210,0,True,Q2
211,60,1,False,True,Q4,low_valence_low_arousal,0.0,36.666666666666664,0.0,63.33333333333333,train,211,1,False,Q4
212,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,212,0,True,Q2
213,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,213,0,True,Q4
214,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,214,0,True,Q4
215,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,215,0,True,Q4
216,60,2,False,True,Q4,low_valence_low_arousal,0.0,33.33333333333333,0.0,66.66666666666666,train,216,2,False,Q4
217,60,2,False,True,Q4,low_valence_low_arousal,0.0,31.666666666666664,0.0,68.33333333333333,train,217,2,False,Q4
218,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,218,0,True,Q4
219,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,219,0,True,Q4
220,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,220,0,True,Q4
221,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,221,0,True,Q4
222,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,222,0,True,Q4
223,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,223,0,True,Q4
224,60,1,False,True,Q1,high_valence_high_arousal,83.33333333333334,0.0,16.666666666666664,0.0,val,224,1,False,Q1
225,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,225,0,True,Q4
226,60,4,False,True,Q3,low_valence_high_arousal,0.0,11.666666666666666,48.333333333333336,40.0,train,226,4,False,Q3
227,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,227,0,True,Q4
228,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,228,0,True,Q4
229,60,3,False,True,Q4,low_valence_low_arousal,0.0,5.0,0.0,95.0,val,229,3,False,Q4
231,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,231,0,True,Q2
232,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,232,0,True,Q4
233,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,46.666666666666664,53.333333333333336,train,233,1,False,Q4
234,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,234,0,True,Q4
235,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,235,0,True,Q4
236,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,236,0,True,Q4
237,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,237,0,True,Q4
238,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,238,0,True,Q4
239,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,239,0,True,Q4
240,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,240,0,True,Q1
241,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,241,0,True,Q4
242,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,242,0,True,Q4
243,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,243,0,True,Q3
244,60,1,False,True,Q4,low_valence_low_arousal,0.0,15.0,0.0,85.0,train,244,1,False,Q4
245,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,245,0,True,Q2
246,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,246,0,True,Q4
247,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,247,0,True,Q4
248,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,248,0,True,Q4
250,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,250,0,True,Q4
253,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,val,253,0,True,Q3
254,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,254,0,True,Q1
257,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,257,0,True,Q1
258,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,258,0,True,Q4
260,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,21.666666666666668,78.33333333333333,train,260,1,False,Q4
262,60,1,False,True,Q1,high_valence_high_arousal,96.66666666666667,3.3333333333333335,0.0,0.0,train,262,1,False,Q1
264,60,9,False,True,Q2,high_valence_low_arousal,21.666666666666668,78.33333333333333,0.0,0.0,train,264,9,False,Q2
265,60,1,False,True,Q2,high_valence_low_arousal,0.0,91.66666666666666,0.0,8.333333333333332,val,265,1,False,Q2
266,60,1,False,True,Q4,low_valence_low_arousal,0.0,16.666666666666664,0.0,83.33333333333334,train,266,1,False,Q4
269,60,5,False,True,Q4,low_valence_low_arousal,0.0,18.333333333333332,0.0,81.66666666666667,train,269,5,False,Q4
270,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,270,0,True,Q1
272,60,2,False,True,Q1,high_valence_high_arousal,93.33333333333333,6.666666666666667,0.0,0.0,train,272,2,False,Q1
273,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,273,0,True,Q1
274,60,3,False,True,Q3,low_valence_high_arousal,45.0,0.0,55.00000000000001,0.0,train,274,3,False,Q3
275,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,275,0,True,Q1
276,60,2,False,True,Q3,low_valence_high_arousal,23.333333333333332,0.0,75.0,1.6666666666666667,test,276,2,False,Q3
278,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,278,0,True,Q4
279,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,279,0,True,Q4
280,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,280,0,True,Q4
281,60,1,False,True,Q1,high_valence_high_arousal,68.33333333333333,31.666666666666664,0.0,0.0,train,281,1,False,Q1
282,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,282,0,True,Q4
284,60,2,False,True,Q2,high_valence_low_arousal,0.0,85.0,0.0,15.0,val,284,2,False,Q2
285,60,5,False,True,Q4,low_valence_low_arousal,0.0,46.666666666666664,0.0,53.333333333333336,train,285,5,False,Q4
286,60,9,False,True,Q1,high_valence_high_arousal,66.66666666666666,33.33333333333333,0.0,0.0,train,286,9,False,Q1
288,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,288,0,True,Q2
289,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,289,0,True,Q1
290,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,290,0,True,Q4
292,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,292,0,True,Q1
293,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,293,0,True,Q3
294,60,4,False,True,Q1,high_valence_high_arousal,90.0,10.0,0.0,0.0,val,294,4,False,Q1
296,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,296,0,True,Q1
297,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,297,0,True,Q4
298,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,298,0,True,Q2
299,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,299,0,True,Q4
300,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,300,0,True,Q3
301,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,301,0,True,Q4
302,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,302,0,True,Q1
